date,eua_eur_tco2
2021-01-29,33.510000
2021-02-01,32.660000
2021-02-02,33.200000
2021-02-03,38.000000
2021-02-04,36.510000
2021-02-05,37.610000
2021-02-08,38.620000
2021-02-09,37.580000
2021-02-10,37.700000
2021-02-11,39.620000
2021-02-12,37.800000
2021-02-15,39.820000
2021-02-16,40.190000
2021-02-17,38.420000
2021-02-18,38.010000
2021-02-19,38.360000
2021-02-22,36.840000
2021-02-23,37.500000
2021-02-24,38.420000
2021-02-25,38.880000
2021-02-26,37.510000
2021-03-01,37.660000
2021-03-02,37.250000
2021-03-03,37.560000
2021-03-04,36.900000
2021-03-05,38.080000
2021-03-08,38.410000
2021-03-09,39.400000
2021-03-10,41.000000
2021-03-11,40.920000
2021-03-12,41.520000
2021-03-15,42.840000
2021-03-16,41.920000
2021-03-17,41.520000
2021-03-18,43.350000
2021-03-19,41.910000
2021-03-22,41.800000
2021-03-23,41.770000
2021-03-24,40.940000
2021-03-25,40.690000
2021-03-26,40.860000
2021-03-29,40.710000
2021-03-30,42.250000
2021-03-31,42.260000
2021-04-01,42.040000
2021-04-06,43.050000
2021-04-07,43.630000
2021-04-08,43.450000
2021-04-09,43.180000
2021-04-12,43.860000
2021-04-13,44.100000
2021-04-14,43.900000
2021-04-15,43.990000
2021-04-16,44.500000
2021-04-19,44.660000
2021-04-20,44.200000
2021-04-21,44.850000
2021-04-22,46.600000
2021-04-23,46.410000
2021-04-26,47.240000
2021-04-27,46.550000
2021-04-28,48.000000
2021-04-29,47.250000
2021-04-30,47.680000
2021-05-04,49.330000
2021-05-05,48.620000
2021-05-06,49.450000
2021-05-07,49.460000
2021-05-10,51.810000
2021-05-11,51.590000
2021-05-12,53.950000
2021-05-17,55.570000
2021-05-18,55.530000
2021-05-19,52.120000
2021-05-20,50.840000
2021-05-21,52.710000
2021-05-25,53.090000
2021-05-26,54.070000
2021-05-27,52.110000
2021-05-28,51.080000
2021-06-01,52.580000
2021-06-02,51.500000
2021-06-03,51.900000
2021-06-04,49.550000
2021-06-07,48.560000
2021-06-08,52.030000
2021-06-09,53.700000
2021-06-10,53.300000
2021-06-11,53.120000
2021-06-14,53.600000
2021-06-15,51.180000
2021-06-16,50.830000
2021-06-17,50.840000
2021-06-18,51.510000
2021-06-21,52.090000
2021-06-22,52.970000
2021-06-23,53.620000
2021-06-24,54.850000
2021-06-25,55.690000
2021-06-28,55.060000
2021-06-29,55.390000
2021-06-30,55.570000
2021-07-01,58.010000
2021-07-02,57.110000
2021-07-05,57.910000
2021-07-06,57.150000
2021-07-07,53.980000
2021-07-08,51.090000
2021-07-09,53.850000
2021-07-12,52.500000
2021-07-13,52.440000
2021-07-14,52.000000
2021-07-15,52.280000
2021-07-16,53.330000
2021-07-19,53.550000
2021-07-20,51.740000
2021-07-21,51.700000
2021-07-22,51.440000
2021-07-23,50.130000
2021-07-26,51.790000
2021-07-27,52.800000
2021-07-28,53.450000
2021-07-29,54.020000
2021-07-30,53.000000
2021-08-02,54.600000
2021-08-03,54.170000
2021-08-04,55.000000
2021-08-05,54.840000
2021-08-06,56.720000
2021-08-09,56.000000
2021-08-10,57.100000
2021-08-11,56.690000
2021-08-12,57.360000
2021-08-13,55.600000
2021-08-16,57.180000
2021-08-17,57.400000
2021-08-18,57.700000
2021-08-19,55.810000
2021-08-20,54.400000
2021-08-23,55.950000
2021-08-24,55.720000
2021-08-25,56.630000
2021-08-26,55.610000
2021-08-27,57.510000
2021-08-31,60.110000
2021-09-01,61.290000
2021-09-03,61.250000
2021-09-06,62.870000
2021-09-07,61.710000
2021-09-08,61.930000
2021-09-09,61.980000
2021-09-10,61.850000
2021-09-13,61.910000
2021-09-14,61.510000
2021-09-15,60.320000
2021-09-16,59.890000
2021-09-17,59.600000
2021-09-20,58.560000
2021-09-21,60.310000
2021-09-22,60.020000
2021-09-23,59.450000
2021-09-24,61.240000
2021-09-27,64.000000
2021-09-28,65.000000
2021-09-29,61.830000
2021-09-30,61.370000
2021-10-01,62.040000
2021-10-04,63.560000
2021-10-05,63.660000
2021-10-06,61.360000
2021-10-07,58.990000
2021-10-08,59.920000
2021-10-11,59.330000
2021-10-12,58.860000
2021-10-13,59.630000
2021-10-14,59.430000
2021-10-15,61.010000
2021-10-18,58.850000
2021-10-19,57.580000
2021-10-20,56.000000
2021-10-21,57.100000
2021-10-22,59.500000
2021-10-25,58.940000
2021-10-26,58.960000
2021-10-27,58.920000
2021-10-28,58.930000
2021-10-29,59.400000
2021-11-01,59.980000
2021-11-02,57.800000
2021-11-03,59.780000
2021-11-04,59.810000
2021-11-05,61.050000
2021-11-08,60.060000
2021-11-09,60.110000
2021-11-10,60.250000
2021-11-11,62.310000
2021-11-12,63.530000
2021-11-15,64.400000
2021-11-16,67.500000
2021-11-17,67.140000
2021-11-18,66.510000
2021-11-19,69.210000
2021-11-22,69.700000
2021-11-23,69.880000
2021-11-24,69.510000
2021-11-25,72.150000
2021-11-26,71.950000
2021-11-29,74.480000
2021-11-30,74.820000
2021-12-01,76.380000
2021-12-02,77.100000
2021-12-03,78.760000
2021-12-06,80.000000
2021-12-07,82.870000
2021-12-08,87.450000
2021-12-09,84.930000
2021-12-10,79.830000
2021-12-13,85.000000
2021-12-14,79.990000
2021-12-15,79.290000
2021-12-16,80.500000
2021-12-17,82.250000
2021-12-20,74.570000
2022-01-10,82.710000
2022-01-11,81.900000
2022-01-13,79.050000
2022-01-14,81.520000
2022-01-17,80.210000
2022-01-18,79.220000
2022-01-19,80.700000
2022-01-20,80.800000
2022-01-21,84.030000
2022-01-24,85.750000
2022-01-25,84.480000
2022-01-27,88.510000
2022-01-28,89.250000
2022-01-31,88.030000
2022-02-02,91.610000
2022-02-03,92.650000
2022-02-04,94.650000
2022-02-07,93.500000
2022-02-08,97.510000
2022-02-10,90.600000
2022-02-11,89.980000
2022-02-14,90.730000
2022-02-15,90.350000
2022-02-16,88.050000
2022-02-17,87.500000
2022-02-18,87.650000
2022-02-21,87.990000
2022-02-22,88.400000
2022-02-23,92.800000
2022-02-24,88.000000
2022-02-25,86.900000
2022-02-28,80.920000
2022-03-01,79.960000
2022-03-03,63.870000
2022-03-04,67.220000
2022-03-07,57.910000
2022-03-08,62.010000
2022-03-10,70.040000
2022-03-11,76.500000
2022-03-14,78.600000
2022-03-15,75.550000
2022-03-16,75.250000
2022-03-17,76.870000
2022-03-18,79.210000
2022-03-21,77.760000
2022-03-22,79.050000
2022-03-24,76.150000
2022-03-25,78.500000
2022-03-28,80.760000
2022-03-29,80.510000
2022-03-30,77.220000
2022-03-31,79.250000
2022-04-01,78.000000
2022-04-04,77.500000
2022-04-05,78.330000
2022-04-07,77.130000
2022-04-08,80.210000
2022-04-11,79.020000
2022-04-12,77.360000
2022-04-13,77.270000
2022-04-14,78.800000
2022-04-19,79.400000
2022-04-21,85.900000
2022-04-22,87.400000
2022-04-25,85.810000
2022-04-26,83.430000
2022-04-27,79.990000
2022-04-28,80.550000
2022-04-29,82.860000
2022-05-02,82.840000
2022-05-03,84.250000
2022-05-05,87.800000
2022-05-06,90.770000
2022-05-09,90.110000
2022-05-10,86.500000
2022-05-11,89.000000
2022-05-12,86.950000
2022-05-13,88.750000
2022-05-16,88.810000
2022-05-17,90.330000
2022-05-19,82.280000
2022-05-20,81.150000
2022-05-23,78.960000
2022-05-24,78.880000
2022-05-25,80.430000
2022-05-30,83.750000
2022-05-31,83.630000
2022-06-07,81.690000
2022-06-08,79.110000
2022-06-09,80.210000
2022-06-10,80.730000
2022-06-13,80.100000
2022-06-14,82.310000
2022-06-16,85.950000
2022-06-17,83.000000
2022-06-20,83.510000
2022-06-21,84.260000
2022-06-22,83.060000
2022-06-23,81.070000
2022-06-24,82.900000
2022-06-27,83.010000
2022-06-28,84.540000
2022-06-30,88.020000
2022-07-01,88.220000
2022-07-04,84.340000
2022-07-05,83.380000
2022-07-06,82.630000
2022-07-07,83.360000
2022-07-08,82.630000
2022-07-11,83.400000
2022-07-12,83.890000
2022-07-14,83.000000
2022-07-15,83.710000
2022-07-18,83.330000
2022-07-19,83.610000
2022-07-20,81.220000
2022-07-21,77.600000
2022-07-22,78.060000
2022-07-25,76.090000
2022-07-26,76.510000
2022-07-28,77.080000
2022-07-29,77.960000
2022-08-01,79.500000
2022-08-02,80.510000
2022-08-03,83.450000
2022-08-04,83.810000
2022-08-05,84.500000
2022-08-08,84.600000
2022-08-09,84.060000
2022-08-11,86.350000
2022-08-12,87.300000
2022-08-15,89.500000
2022-08-16,90.640000
2022-08-17,94.070000
2022-08-18,94.000000
2022-08-19,96.870000
2022-08-22,97.500000
2022-08-23,92.520000
2022-08-25,89.300000
2022-08-26,89.560000
2022-08-29,88.810000
2022-08-30,85.130000
2022-08-31,78.960000
2022-09-01,77.010000
2022-09-02,78.410000
2022-09-05,73.750000
2022-09-06,71.050000
2022-09-09,65.210000
2022-09-12,65.960000
2022-09-13,70.480000
2022-09-14,68.290000
2022-09-15,70.840000
2022-09-16,71.000000
2022-09-19,71.110000
2022-09-20,70.380000
2022-09-21,70.390000
2022-09-22,69.880000
2022-09-23,67.560000
2022-09-26,66.020000
2022-09-27,67.700000
2022-09-28,64.710000
2022-09-29,64.700000
2022-09-30,66.870000
2022-10-03,64.450000
2022-10-04,66.170000
2022-10-06,65.760000
2022-10-07,67.520000
2022-10-10,67.010000
2022-10-11,66.340000
2022-10-12,65.760000
2022-10-13,66.650000
2022-10-14,67.700000
2022-10-17,66.250000
2022-10-18,67.110000
2022-10-20,67.010000
2022-10-21,67.900000
2022-10-24,68.020000
2022-10-25,74.170000
2022-10-26,76.510000
2022-10-27,77.100000
2022-10-28,80.760000
2022-10-31,78.690000
2022-11-01,78.760000
2022-11-03,76.630000
2022-11-04,78.140000
2022-11-07,76.750000
2022-11-08,76.020000
2022-11-09,75.350000
2022-11-10,71.620000
2022-11-11,73.330000
2022-11-14,74.850000
2022-11-15,74.930000
2022-11-17,73.310000
2022-11-18,72.220000
2022-11-21,73.360000
2022-11-22,73.540000
2022-11-23,74.080000
2022-11-24,76.640000
2022-11-25,79.360000
2022-11-28,77.610000
2022-11-29,78.880000
2022-12-01,86.110000
2022-12-02,85.210000
2022-12-05,85.690000
2022-12-06,86.480000
2022-12-07,87.000000
2022-12-08,87.910000
2022-12-09,88.260000
2022-12-12,88.350000
2022-12-13,89.010000
2022-12-15,86.160000
2022-12-16,83.410000
2022-12-19,84.100000
2023-01-09,75.270000
2023-01-10,78.610000
2023-01-12,76.800000
2023-01-13,76.420000
2023-01-16,75.050000
2023-01-17,75.040000
2023-01-18,76.250000
2023-01-19,82.060000
2023-01-20,81.010000
2023-01-23,81.520000
2023-01-24,80.880000
2023-01-26,83.510000
2023-01-27,86.710000
2023-01-30,85.200000
2023-01-31,86.680000
2023-02-01,91.910000
2023-02-02,93.500000
2023-02-03,91.150000
2023-02-06,91.780000
2023-02-07,87.520000
2023-02-09,87.360000
2023-02-10,89.700000
2023-02-13,88.860000
2023-02-14,89.960000
2023-02-15,87.750000
2023-02-16,92.850000
2023-02-17,93.690000
2023-02-20,93.730000
2023-02-21,95.350000
2023-02-23,93.260000
2023-02-24,95.830000
2023-02-27,95.120000
2023-02-28,96.330000
2023-03-01,95.890000
2023-03-02,93.250000
2023-03-03,88.810000
2023-03-06,91.010000
2023-03-07,91.560000
2023-03-09,95.430000
2023-03-10,95.160000
2023-03-13,94.360000
2023-03-14,92.340000
2023-03-15,90.310000
2023-03-16,83.250000
2023-03-17,86.500000
2023-03-20,82.460000
2023-03-21,87.140000
2023-03-23,88.270000
2023-03-24,88.090000
2023-03-27,85.180000
2023-03-28,86.540000
2023-03-29,87.160000
2023-03-30,87.420000
2023-03-31,88.610000
2023-04-03,89.820000
2023-04-04,94.120000
2023-04-06,94.300000
2023-04-11,95.520000
2023-04-12,93.900000
2023-04-13,90.510000
2023-04-14,92.300000
2023-04-17,90.550000
2023-04-18,90.550000
2023-04-20,90.680000
2023-04-21,88.600000
2023-04-24,85.700000
2023-04-25,84.730000
2023-04-26,83.310000
2023-04-27,85.000000
2023-04-28,84.000000
2023-05-02,83.240000
2023-05-04,82.230000
2023-05-05,84.380000
2023-05-08,82.990000
2023-05-09,83.840000
2023-05-10,85.850000
2023-05-11,86.750000
2023-05-12,86.670000
2023-05-15,85.700000
2023-05-16,85.050000
2023-05-22,85.200000
2023-05-23,84.320000
2023-05-24,83.000000
2023-05-25,81.120000
2023-05-26,81.110000
2023-05-30,79.790000
2023-06-01,78.620000
2023-06-02,78.200000
2023-06-05,78.550000
2023-06-06,80.070000
2023-06-07,78.250000
2023-06-08,81.540000
2023-06-09,83.110000
2023-06-12,83.450000
2023-06-13,86.440000
2023-06-15,91.670000
2023-06-16,89.300000
2023-06-19,90.160000
2023-06-20,91.550000
2023-06-21,90.350000
2023-06-22,87.110000
2023-06-23,88.900000
2023-06-26,86.010000
2023-06-27,85.350000
2023-06-29,86.600000
2023-06-30,85.310000
2023-07-03,87.110000
2023-07-04,85.000000
2023-07-05,84.840000
2023-07-06,84.180000
2023-07-07,84.820000
2023-07-10,85.000000
2023-07-11,83.620000
2023-07-13,84.250000
2023-07-14,85.510000
2023-07-17,84.720000
2023-07-18,84.900000
2023-07-19,86.030000
2023-07-20,87.760000
2023-07-21,89.360000
2023-07-24,90.300000
2023-07-25,90.250000
2023-07-27,88.020000
2023-07-28,87.330000
2023-07-31,86.650000
2023-08-01,84.690000
2023-08-02,81.880000
2023-08-03,83.520000
2023-08-04,83.330000
2023-08-07,82.280000
2023-08-08,81.460000
2023-08-10,82.240000
2023-08-11,84.200000
2023-08-14,85.340000
2023-08-15,86.710000
2023-08-16,87.010000
2023-08-17,86.840000
2023-08-18,86.680000
2023-08-21,86.000000
2023-08-22,87.860000
2023-08-24,85.510000
2023-08-25,85.500000
2023-08-28,84.700000
2023-08-29,84.640000
2023-08-30,84.570000
2023-08-31,85.520000
2023-09-01,84.000000
2023-09-04,83.420000
2023-09-05,83.410000
2023-09-08,82.090000
2023-09-11,80.980000
2023-09-12,80.600000
2023-09-13,80.500000
2023-09-14,81.690000
2023-09-15,82.330000
2023-09-18,80.260000
2023-09-19,79.500000
2023-09-21,81.780000
2023-09-22,84.030000
2023-09-25,83.920000
2023-09-26,82.440000
2023-09-27,81.370000
2023-09-28,81.900000
2023-09-29,81.650000
2023-10-02,80.950000
2023-10-03,79.170000
2023-10-04,78.780000
2023-10-05,80.500000
2023-10-06,79.950000
2023-10-09,80.430000
2023-10-10,81.820000
2023-10-11,82.680000
2023-10-12,83.350000
2023-10-13,84.610000
2023-10-16,83.400000
2023-10-17,81.690000
2023-10-19,79.990000
2023-10-20,81.190000
2023-10-23,79.920000
2023-10-24,80.400000
2023-10-25,79.850000
2023-10-26,79.480000
2023-10-27,79.410000
2023-10-30,79.780000
2023-10-31,77.650000
2023-11-02,77.880000
2023-11-03,78.350000
2023-11-06,76.020000
2023-11-07,75.580000
2023-11-08,74.560000
2023-11-09,75.750000
2023-11-10,76.460000
2023-11-13,77.010000
2023-11-14,76.620000
2023-11-16,79.000000
2023-11-17,76.550000
2023-11-20,76.350000
2023-11-21,75.690000
2023-11-22,74.840000
2023-11-23,74.500000
2023-11-24,75.900000
2023-11-27,74.570000
2023-11-28,71.710000
2023-11-30,70.790000
2023-12-01,71.450000
2023-12-04,71.340000
2023-12-05,69.940000
2023-12-06,68.710000
2023-12-07,68.760000
2023-12-08,69.840000
2023-12-11,67.820000
2023-12-12,66.720000
2023-12-14,68.450000
2023-12-15,66.600000
2023-12-18,66.490000
2024-01-15,63.500000
2024-01-16,63.200000
2024-01-17,62.960000
2024-01-18,61.280000
2024-01-19,61.930000
2024-01-22,59.740000
2024-01-23,60.550000
2024-01-25,61.950000
2024-01-26,61.950000
2024-01-29,60.810000
2024-01-30,59.820000
2024-01-31,62.270000
2024-02-01,61.090000
2024-02-02,60.920000
2024-02-05,60.680000
2024-02-06,60.250000
2024-02-08,59.850000
2024-02-09,57.240000
2024-02-12,55.840000
2024-02-13,54.240000
2024-02-14,54.070000
2024-02-15,54.870000
2024-02-16,55.120000
2024-02-19,53.000000
2024-02-20,51.800000
2024-02-22,51.550000
2024-02-23,49.500000
2024-02-26,50.650000
2024-02-27,51.120000
2024-02-28,54.940000
2024-02-29,54.900000
2024-03-01,53.600000
2024-03-04,51.760000
2024-03-05,59.140000
2024-03-07,56.940000
2024-03-08,57.100000
2024-03-11,54.430000
2024-03-12,54.210000
2024-03-13,54.920000
2024-03-14,54.250000
2024-03-15,57.750000
2024-03-18,59.420000
2024-03-19,59.000000
2024-03-21,58.000000
2024-03-22,57.930000
2024-03-25,62.090000
2024-03-26,63.250000
2024-03-27,60.560000
2024-03-28,59.860000
2024-04-02,57.070000
2024-04-04,56.370000
2024-04-05,57.170000
2024-04-08,58.410000
2024-04-09,61.300000
2024-04-10,63.000000
2024-04-11,63.420000
2024-04-12,68.010000
2024-04-15,68.170000
2024-04-16,70.610000
2024-04-18,67.150000
2024-04-19,67.770000
2024-04-22,65.100000
2024-04-23,64.280000
2024-04-24,65.350000
2024-04-25,65.080000
2024-04-26,65.660000
2024-04-29,63.520000
2024-04-30,65.260000
2024-05-02,68.100000
2024-05-03,71.180000
2024-05-06,70.300000
2024-05-07,69.160000
2024-05-08,68.990000
2024-05-13,68.480000
2024-05-14,67.670000
2024-05-16,68.260000
2024-05-17,69.460000
2024-05-20,71.240000
2024-05-21,71.800000
2024-05-22,74.310000
2024-05-23,74.900000
2024-05-24,72.800000
2024-05-28,72.900000
2024-05-30,72.000000
2024-05-31,74.490000
2024-06-03,75.350000
2024-06-04,71.500000
2024-06-05,70.300000
2024-06-06,71.000000
2024-06-07,69.900000
2024-06-10,67.820000
2024-06-11,70.310000
2024-06-13,69.770000
2024-06-14,68.410000
2024-06-17,66.660000
2024-06-18,66.970000
2024-06-19,67.750000
2024-06-20,68.610000
2024-06-21,67.360000
2024-06-24,66.060000
2024-06-25,65.940000
2024-06-27,66.170000
2024-06-28,65.010000
2024-07-01,67.830000
2024-07-02,66.710000
2024-07-03,68.840000
2024-07-04,68.710000
2024-07-05,68.680000
2024-07-08,70.000000
2024-07-09,66.870000
2024-07-11,66.720000
2024-07-12,67.060000
2024-07-15,66.630000
2024-07-16,66.160000
2024-07-17,66.660000
2024-07-18,64.960000
2024-07-19,64.730000
2024-07-22,64.370000
2024-07-23,63.670000
2024-07-25,66.710000
2024-07-26,66.330000
2024-07-29,67.170000
2024-07-30,66.550000
2024-07-31,67.850000
2024-08-01,68.070000
2024-08-02,69.760000
2024-08-05,67.020000
2024-08-06,68.650000
2024-08-08,68.900000
2024-08-09,70.460000
2024-08-12,71.150000
2024-08-13,70.820000
2024-08-14,70.590000
2024-08-15,69.850000
2024-08-16,71.000000
2024-08-19,71.500000
2024-08-20,72.400000
2024-08-22,71.020000
2024-08-23,70.730000
2024-08-26,69.280000
2024-08-27,70.170000
2024-08-28,70.390000
2024-08-29,69.500000
2024-08-30,70.070000
2024-09-02,69.300000
2024-09-03,68.560000
2024-09-05,65.990000
2024-09-06,67.000000
