fold_id,period,LEAR_A_price_only_MAE,LEAR_E_all_features_MAE,XGB_univariate_MAE,SARIMAX_MAE
58,SHOCK_2022,12.735186689095741,0.1920579822474906,20.09960876464845,2.4257440113994733
59,SHOCK_2022,22.48454924947933,12.919472467392808,14.956149495442702,11.991307320907538
60,SHOCK_2022,28.092089381945883,22.101939829490817,34.01012624104817,33.301363002802304
61,BASELINE,18.959378957311344,12.225927155892691,9.461057739257825,10.665183229738005
62,BASELINE,60.15310952931519,47.00327435731246,41.431796468098966,45.8824092796808
63,BASELINE,3.5159661237051694,12.447796129498826,1.2969203694661502,3.9341237003829406
64,BASELINE,28.29537099368956,22.649828775576324,8.624753723144536,11.142502350818518
65,BASELINE,8.66978069772064,0.04647105848719946,23.291676635742192,13.867630273494726
66,BASELINE,0.2580106463628624,1.0630322840553106,22.52071706136067,10.047231913711059
67,BASELINE,19.285709078992973,18.827951323353453,25.862056477864577,6.0510830137229945
68,BASELINE,31.457970579764492,23.02372711571246,6.050299173990879,16.522401964397773
69,BASELINE,22.931872956316624,20.915641605297537,3.4496801757812534,7.984426796336521
70,BASELINE,10.029723505597573,0.0357064925056676,24.870193786621087,10.41844651578947
71,BASELINE,26.63704914571835,20.979582015325917,6.159614461263004,5.618995389165065
72,BASELINE,53.752539062516874,41.85248877664648,24.312989400227863,32.89979703812088
73,BASELINE,44.27074095981625,35.117826031191996,23.339255269368493,21.09562271204463
74,BASELINE,27.892563005775898,32.121837143154565,40.824748535156246,54.64639613752252
75,BASELINE,11.728147187341378,2.884163580370455,12.030562235514338,9.202205588730209
76,BASELINE,27.868977129248364,20.660208760794916,15.081154886881507,9.926194052810885
77,BASELINE,14.813689949050868,6.324847507194264,6.55806060791015,6.155012079625351
78,BASELINE,19.82214936942121,8.89994886006825,3.8820504760742125,0.15633270773157903
79,BASELINE,13.059617393053912,3.934901666513184,29.567005513509116,15.83446560287777
80,BASELINE,21.953120087276886,14.683844641402061,3.8523182169596453,9.117779571435818
81,BASELINE,1.0756870189305658,10.071103957399714,38.94423573811849,21.075727070712645
82,BASELINE,13.506124339197001,6.2392055020711865,12.978756306966133,7.540667776705035
83,BASELINE,22.22442382574401,10.80687277999921,3.469117024739589,0.148376965834089
84,BASELINE,42.99497246156782,47.36812657418688,49.888545786539716,31.31746970140545
85,BASELINE,26.388892576332452,24.37596014348496,4.93455820719403,9.548665207072048
86,BASELINE,13.35480958445882,5.341873905363684,10.919028218587243,8.52730269474975
87,BASELINE,16.464984302068444,7.008574974780487,13.581830444335935,8.94906522942739
88,BASELINE,26.427762069617202,17.574982054651244,10.287300516764319,4.099321879192942
89,BASELINE,31.606947691684013,16.635427787130567,1.0509226481119924,7.669460470247543
90,BASELINE,81.66390714017308,72.05425494885162,62.989378967285155,60.66738164065861
91,BASELINE,6.53715613354305,13.487981370911996,46.46693481445311,28.67084817340563
92,BASELINE,90.46193265725643,81.63536382499915,92.33902923583985,89.04547164959482
93,BASELINE,7.500189667227886,8.844172731649067,17.805994669596373,11.792659323478404
94,BASELINE,10.179342262722031,15.469157167931968,13.633535563151042,10.264306930162903
95,BASELINE,19.57795047491993,22.247191055492976,8.820151163736995,6.828535854480833
96,BASELINE,18.48396947901925,13.939700257851555,19.33510284423828,13.131506669941771
97,BASELINE,9.332987605779522,0.31635257145774176,10.355788167317712,23.305119836038102
98,BASELINE,48.5872294316914,46.09338369936164,28.625696919759108,30.727739784194398
99,BASELINE,5.901495630240987,6.851280368761962,18.090974019368474,23.006119805683255
100,BASELINE,6.455014725068594,2.6745739108924624,13.38634124755859,12.766010065308123
101,BASELINE,21.132964076806516,5.932048448389537,5.291196899414061,6.1504647146254
102,BASELINE,1.072374032310222,5.085128286592763,0.060460001627575366,21.841993228371408
103,BASELINE,26.187589802414905,19.210083205423345,17.466070048014316,6.390255348145772
104,BASELINE,10.69667635077931,6.610501692120554,18.54973826090495,7.581350709749717
105,BASELINE,6.957956582774507,5.49528857630785,22.146665166219073,18.432183981504032
106,BASELINE,6.316528959414256,3.61500882391843,26.08127461751303,9.185803226954363
107,BASELINE,8.384675254893864,8.325019616289524,15.837082010904965,12.393381757947708
108,BASELINE,29.408774720937345,28.249538848420997,25.389954325358076,10.342954024094972
109,BASELINE,19.46172283114757,17.59735704105219,7.525669453938804,5.885306671254881
110,BASELINE,20.162759766023406,23.307999023308263,3.6679445393880243,5.592269593121891
111,BASELINE,23.112163961469463,17.839139031534316,2.3479423014322975,4.927648809914487
