effective_at_utc,event,treatment_scope,n_hours,mean_abnormal_gap,cumulative_abnormal_gap_hours,block24_ci_low,block24_ci_high,time_placebo_p,source_url,time_placebo_p_holm
2026-04-13 14:00:00+00:00,U.S. blockade of maritime traffic entering and exiting Iranian ports begins,iranian_ports_not_general_strait_transit,97,8.45699995241803,820.328995384549,6.749507079821525,10.265623440411442,0.2116788321167883,https://www.centcom.mil/MEDIA/PUBLIC-RELEASES/Article/4457255/us-to-blockade-ships-entering-or-exiting-iranian-ports/,0.4233576642335766
2026-07-14 20:00:00+00:00,U.S. blockade of maritime traffic entering and exiting Iranian ports resumes,iranian_ports_not_general_strait_transit,97,-5.95627495195038,-577.7586703391869,-7.8899473041247,-3.481650219487006,0.32116788321167883,https://www.centcom.mil/MEDIA/PUBLIC-RELEASES/Article/4542098/us-forces-to-resume-naval-blockade-against-iran/,0.4233576642335766
