fold_id,period,date,B_no_EUA_abs_error,B_with_EUA_abs_error,D_no_EUA_abs_error,D_with_EUA_abs_error
64,BASELINE,2023-03-21,11.415255686551646,13.2515975861768,7.235838049225464,15.505974937639436
65,BASELINE,2023-03-28,15.466636820956523,15.655841199849618,15.570945445606029,14.955430811527293
66,BASELINE,2023-04-04,8.810098153828193,7.884900323103977,7.974869042667478,7.393298759819871
67,BASELINE,2023-04-11,27.354636543260845,30.02135146849995,27.72473733645939,30.85360926553063
68,BASELINE,2023-04-18,5.072778824883855,4.941849044917959,4.994860625122854,4.497626957200296
69,BASELINE,2023-04-25,5.258276996619699,6.351220480264729,5.505871591210152,5.763141274227948
70,BASELINE,2023-05-02,15.005351366245364,15.04053601334688,15.587900289211646,13.68797872707529
71,BASELINE,2023-05-09,0.5030758206521142,0.7914401899561483,0.45208748885946193,0.21461097650721683
72,BASELINE,2023-05-16,29.593514366393194,30.66767769901857,31.43964194965919,30.982032058489466
73,BASELINE,2023-05-23,16.45447083312932,19.30947501929687,16.3117221069335,19.952745437275993
74,BASELINE,2023-05-30,40.05927991239188,38.120161580918385,37.606672221949,38.322471108125974
75,BASELINE,2023-06-06,11.837714176728255,11.328127791593403,11.65109737871451,11.730988500860306
76,BASELINE,2023-06-13,5.254646700354215,5.259464961617681,5.927339223904596,5.169168246617957
77,BASELINE,2023-06-20,8.782105956721509,9.309055771563948,8.073378182093265,10.44362846828524
78,BASELINE,2023-06-27,1.534512325702508,0.8477319031108692,0.9265684683751516,1.9912656989266821
79,BASELINE,2023-07-04,14.344017848487297,17.311617692331808,14.73712011981604,13.946489444239191
80,BASELINE,2023-07-11,1.519375494694188,1.159335173529712,2.9033285753381364,0.3134646563869836
81,BASELINE,2023-07-18,22.957448863195935,20.248028575478997,21.799319405393845,19.32352963586648
82,BASELINE,2023-07-25,11.904269560597228,7.5907317733480255,11.31965627344293,7.341247669463712
83,BASELINE,2023-08-01,2.0236010409984573,0.34099100269860116,1.6333072508942479,1.0258617183668406
84,BASELINE,2023-08-08,50.228998794295826,50.26892936241408,50.64920252184139,49.439783281787825
85,BASELINE,2023-08-15,7.485859740864342,8.38108390870866,7.309267993907554,8.989974940466283
86,BASELINE,2023-08-22,9.808011297009116,11.366170413891524,8.812197554574354,11.529406710819629
87,BASELINE,2023-08-29,1.3501801893755498,1.5749898191792653,3.2742853035170043,2.7899247486158885
88,BASELINE,2023-09-05,2.0876933282524845,3.2310525597692674,2.715369758263506,3.29748923021927
89,BASELINE,2023-09-12,0.463659744633361,0.3615223284180047,0.10251725857537508,1.210311963225223
90,BASELINE,2023-09-19,62.17982263937983,63.25919051925032,61.82525287527711,62.32917730467714
91,BASELINE,2023-09-26,27.859116319837042,28.139932004733268,29.572985623113127,29.311579929293103
92,BASELINE,2023-10-03,77.6898972501709,78.85312294753493,79.79979687179032,79.56332093504271
93,BASELINE,2023-10-10,2.9433387633467163,0.16350386911142323,1.130279204431929,1.3438150736546106
94,BASELINE,2023-10-17,9.783359801258996,11.186190319737136,11.46108517792264,12.123511394946618
95,BASELINE,2023-10-24,0.979890568346562,2.3086502991493916,0.5873349085314601,0.5155778103796109
96,BASELINE,2023-10-31,5.2354696775349225,0.030893835138797954,5.424301978398418,2.85836818915449
97,BASELINE,2023-11-07,9.018510783724011,8.176116871077113,10.031813345846444,9.78333766677342
98,BASELINE,2023-11-14,34.60228497616838,34.642924268101595,35.88453775388719,33.487597079542226
99,BASELINE,2023-11-21,23.20950274035414,20.03867715051757,21.728377054080283,20.736878751897436
100,BASELINE,2023-11-28,8.982784165173584,11.665630564426607,9.469491344007437,13.270993785522037
101,BASELINE,2023-12-05,6.623790697558206,4.010075495895791,5.049498507763914,11.090808065478242
102,BASELINE,2023-12-12,7.806017205783675,10.306592292177854,7.316207340565981,6.856905685520374
103,BASELINE,2023-12-19,11.209838907268434,13.8170302863209,11.343871811790237,12.863516777778031
104,BASELINE,2023-12-26,17.526737280549302,20.446027919921743,19.57308318798839,20.69636109058327
105,BASELINE,2024-01-02,3.9918906291632084,1.4273734428399507,4.213073058593892,3.3581046092410034
106,BASELINE,2024-01-09,6.295904938892733,9.882211867209037,7.900537917979378,9.79669839097086
107,BASELINE,2024-01-16,10.662474575961795,10.068095576439802,9.284462247167625,10.494352112246887
108,BASELINE,2024-01-23,16.803609735565203,17.64872380182588,14.863215496915089,11.941729049844085
109,BASELINE,2024-01-30,5.416513620579153,3.685979682629579,4.772780538811546,4.23379778169253
110,BASELINE,2024-02-06,10.658909070382009,10.42423918097122,8.37679836269433,11.31264881457625
111,BASELINE,2024-02-13,9.321490009111741,8.126119833952998,8.459713334533944,7.73120634800928
112,BASELINE,2024-02-20,1.323096455530596,0.8784263617561194,0.5788918824478912,0.6480172209266044
113,BASELINE,2024-02-27,11.038088308347014,9.995733251369515,10.555816129028116,9.133684513775279
114,BASELINE,2024-03-05,4.78424520014525,4.241566272209141,3.6679992969413746,2.8201707484357286
115,BASELINE,2024-03-12,14.727626639920231,11.613641905681632,14.944280273209486,13.02767118308401
116,BASELINE,2024-03-19,6.29790817969122,6.298393823569413,7.9350886428855745,4.711481092701433
117,BASELINE,2024-03-26,18.739733620615723,19.93760176642874,18.530907624081976,19.015186220993115
118,BASELINE,2024-04-02,23.928082626587475,22.316023170047927,22.657420598761398,23.52273037637992
119,BASELINE,2024-04-09,26.130077389450115,25.558777095913946,26.528236364719284,25.931819271406134
120,BASELINE,2024-04-16,20.383145308077737,17.615870980040604,20.85695677773669,17.232883864566
121,BASELINE,2024-04-23,5.022094978037785,2.9675113433980727,5.289941872676621,3.94109113105074
122,BASELINE,2024-04-30,17.091229271477303,16.708056812702225,16.960891723397282,13.15010764542781
123,BASELINE,2024-05-07,0.2942253470789211,2.3642232491823307,0.15782425710035852,3.325667063802271
124,BASELINE,2024-05-14,36.421290021668426,35.26076095647531,34.85059513350282,35.015916794704935
125,BASELINE,2024-05-21,9.559795677834813,9.14200357601807,8.931695058763282,7.887940161597115
126,BASELINE,2024-05-28,14.420403493179577,15.954873022022284,14.37645577974476,15.76079057080942
127,BASELINE,2024-06-04,1.9302527803563692,0.555289063272042,0.8372524946661031,1.392634419261185
128,BASELINE,2024-06-11,34.57030117676419,34.45512184863216,34.89826161276454,34.87055092269999
129,BASELINE,2024-06-18,3.0101886954590356,2.881830868635916,3.7806771513448894,3.129670049053928
130,BASELINE,2024-06-25,19.364150773373808,19.22768745605886,18.962688531688002,18.637664720643485
131,BASELINE,2024-07-02,6.969672767225916,7.966518887510745,7.428237370734266,7.319409457851123
132,BASELINE,2024-07-09,10.648295890669374,12.676292852092914,10.401527575438251,11.801713868379096
133,BASELINE,2024-07-16,30.889650481668646,31.209479156753936,31.363934385907264,31.157339862650907
134,BASELINE,2024-07-23,7.957037024515557,9.498960144387837,7.269472809494829,9.291034454920194
135,BASELINE,2024-07-30,1.324141309455129,1.8523666570915651,0.6633228476193835,1.5906410293356714
136,BASELINE,2024-08-06,13.25590700093828,12.945646024869973,12.738597425651506,13.371857548954452
137,BASELINE,2024-08-13,4.322439349854932,6.085183680913374,5.429626171385252,6.538686343330383
138,BASELINE,2024-08-20,14.331568686025335,14.757919011029443,13.663740062329794,14.052607120433734
139,BASELINE,2024-08-27,10.982122036331063,9.994144887625211,10.831593494374829,10.149029490002377
140,BASELINE,2024-09-03,46.63842651362681,48.015592547428724,46.81068245157408,48.20767187001539
141,BASELINE,2024-09-10,45.346465378726684,44.6412530797677,45.42144460222104,43.33041867445805
142,BASELINE,2024-09-17,3.6884274717622674,3.639587053145945,3.931106864586198,4.116239874693264
143,BASELINE,2024-09-24,19.843109700508933,18.428107420232294,20.540133238981596,17.811291674999723
144,BASELINE,2024-10-01,1.0900206418164515,1.4453553953169518,0.2631024775095909,0.38302187777163965
145,BASELINE,2024-10-08,1.425161344302765,3.650843637768446,2.239711178682512,2.3769761939922205
146,BASELINE,2024-10-15,5.323618968898558,4.582257525573539,5.641767278524497,5.014459245507439
147,BASELINE,2024-10-22,12.009864061855254,14.664211294959529,11.633035079068506,15.341407055954178
148,BASELINE,2024-10-29,36.61750926904263,34.3243691685862,36.363581998313734,34.27749749476307
149,BASELINE,2024-11-05,50.93061371103933,51.74657227686278,50.717390670929305,54.03016312151564
150,BASELINE,2024-11-12,42.65035506512055,41.44319445420295,41.947612558216306,44.59909092947635
151,BASELINE,2024-11-19,17.047107937156014,15.879800100659892,15.970447106240286,16.80235101773944
152,BASELINE,2024-11-26,31.92415633305133,36.30196406288569,31.99262921736775,35.85987945156384
153,BASELINE,2024-12-03,36.58287018036597,39.366332382041676,38.03201794704445,38.263241270939275
154,BASELINE,2024-12-10,43.83880867278387,42.73065123618032,47.1684254426128,42.6326417417354
155,BASELINE,2024-12-17,2.897293952270587,4.931934013621287,2.6700703785253808,8.142482594907804
156,BASELINE,2024-12-24,35.82777687706046,37.51229504834576,33.76076897483155,35.559065465964224
157,BASELINE,2024-12-31,29.154890271296544,28.051056600017738,30.943946809778375,31.01657023379726
158,BASELINE,2025-01-07,15.975535166508756,12.298701018793913,15.148156482892368,10.775987757506748
159,BASELINE,2025-01-14,10.668845208568555,10.400074647031303,8.521261496864128,10.464057561174457
160,BASELINE,2025-01-21,35.551631907414105,35.5111041537846,35.91857413993108,35.885573894623036
161,BASELINE,2025-01-28,4.013454465520127,5.326437102754056,7.262616887642864,2.7795147962500266
162,BASELINE,2025-02-04,0.8338898671084962,1.1096609429664852,1.0107472820627095,2.1308156149513877
163,BASELINE,2025-02-11,3.553088527291507,3.5463146062939614,5.212643813709093,3.5637123634797945
164,BASELINE,2025-02-18,14.132951650952776,14.44373188824207,13.907231770899926,13.230749455771644
165,BASELINE,2025-02-25,40.39988956628302,40.231588776298366,38.07861119008676,40.194781763514726
166,BASELINE,2025-03-04,0.8814371436993582,1.2368904157879257,2.116682394172372,3.2345004253891716
167,BASELINE,2025-03-11,18.138289586240234,17.867573791105443,18.125155051159126,18.068405505317884
168,BASELINE,2025-03-18,12.630883375858659,12.928457819638908,12.83000798538174,11.593030848577357
169,BASELINE,2025-03-25,7.358139598462273,7.606973165366398,7.737284918440494,6.885588601494916
170,BASELINE,2025-04-01,9.027498330989417,8.478072182194424,8.627911721874725,9.051822313727058
171,BASELINE,2025-04-08,4.407352172004607,2.487062627314458,5.005095000870469,2.116227334424295
172,BASELINE,2025-04-15,24.499612946115477,24.404940629819123,25.24130475917339,24.968673432391356
173,BASELINE,2025-04-22,24.48787230030247,23.696276301635223,24.71942248966465,24.400038336947176
174,BASELINE,2025-04-29,12.412233103275213,11.676247209159513,12.508210794944418,12.394844367071428
175,BASELINE,2025-05-06,7.336053237309812,6.447719607366395,7.142273043520291,6.2644706304263025
176,BASELINE,2025-05-13,3.0733223960639435,0.9340529130703885,1.340230836388045,1.543944228192501
177,BASELINE,2025-05-20,0.8459353522416251,1.2755324104946482,0.8772264408325441,0.40714342104197954
178,BASELINE,2025-05-27,21.74801309188244,20.810450480483823,22.972195983747667,21.96678498632562
179,BASELINE,2025-06-03,15.342758105942508,16.52419414453243,15.575074129485927,16.091541785828696
180,BASELINE,2025-06-10,11.674326985306195,11.203395589298253,10.801606527889774,14.439651831850668
181,BASELINE,2025-06-17,0.8284826912425132,0.06382808392251604,1.0034874965882352,0.1606125961899778
182,BASELINE,2025-06-24,24.572053277292667,21.24788159216679,23.612975635596413,20.91970745475814
183,BASELINE,2025-07-01,43.42930525007182,42.78593739860665,43.03289595171566,41.87093489298286
184,BASELINE,2025-07-08,10.197574562340023,10.32985594612012,10.819173228270472,10.578034798661818
185,BASELINE,2025-07-15,4.116130300289967,3.24288865765827,4.167178345829228,3.894806316806225
186,BASELINE,2025-07-22,17.77460872976006,19.12680658859928,19.456678449754094,18.949826150566167
187,BASELINE,2025-07-29,13.06891451804303,13.011980832230194,12.179417877077256,13.470527085768481
188,BASELINE,2025-08-05,37.832766484614844,36.99924276874662,37.0406789705004,35.47125261039624
189,BASELINE,2025-08-12,0.45414508309457347,0.7173816948869245,1.1102607187677762,1.4107499013143894
190,BASELINE,2025-08-19,7.306321746680922,7.597577832086799,7.322128721757906,7.028520679898307
191,BASELINE,2025-08-26,13.012161100665907,13.599994084106328,12.614547434585745,12.824192431745615
192,BASELINE,2025-09-02,21.799207158193752,22.763313977744005,22.30971619923106,22.93176348460375
193,BASELINE,2025-09-09,29.875512736392565,30.21904024164789,30.279011283966952,29.84807553750153
194,BASELINE,2025-09-16,57.161167782559254,54.356467280091756,57.647923295207654,55.93855113641548
195,BASELINE,2025-09-23,13.345441030594614,10.261151183693968,12.28455173782666,10.064780317632739
196,BASELINE,2025-09-30,18.907395673124313,20.508550274581893,19.48312626167946,21.442435027876556
197,BASELINE,2025-10-07,48.33014212066023,48.85517288175649,48.674925673073346,48.866910636066464
198,BASELINE,2025-10-14,31.266928341588596,30.258218263375383,30.583080877335973,30.858165133071736
199,BASELINE,2025-10-21,30.129545121811915,28.051315630058753,31.995588473245277,28.344881092065435
200,BASELINE,2025-10-28,9.727221692432693,9.04669075330851,7.855460447514361,8.13532369283098
201,BASELINE,2025-11-04,7.496000616270024,8.411686891457109,8.41504949308144,8.543795477083492
202,BASELINE,2025-11-11,11.7106291775752,10.865692021439074,12.647506894117896,11.44642137178431
203,BASELINE,2025-11-18,7.643163638855825,6.29868354301145,7.038577225498074,6.078972337007386
204,BASELINE,2025-11-25,102.90341530720208,99.96728032339735,103.00805126218143,102.31176869993556
205,BASELINE,2025-12-02,11.222245358735506,11.888226773590276,7.220572962956027,11.1020113721178
206,BASELINE,2025-12-09,11.418550763055805,10.868943882734868,12.658118128036378,11.449688237868116
207,BASELINE,2025-12-16,22.998337487713655,20.477834973697,19.40389729705882,18.698563550082895
208,BASELINE,2025-12-23,15.637403732206025,15.851792316561614,15.009906725109204,16.81939618538324
209,BASELINE,2025-12-30,1.5592426041003193,1.2996227062966312,2.673484737368298,2.493610708280258
210,BASELINE,2026-01-06,9.593083333459376,9.689697200311855,8.939765290656354,8.151711848947059
211,BASELINE,2026-01-13,4.087726304884782,5.032151016032884,1.7080923785142375,2.12450576583025
212,BASELINE,2026-01-20,27.350932826435667,27.7174892145523,25.728967153697,24.04612475282707
213,BASELINE,2026-01-27,2.0966435452868097,2.0746712282148962,3.7548334792153355,4.9434690821864535
214,BASELINE,2026-02-03,11.832815341754994,12.94645259818651,13.175931214818007,13.020631592417047
215,BASELINE,2026-02-10,9.77106568281016,6.840263459870869,10.09036378668651,9.235169552152598
216,BASELINE,2026-02-17,0.26811137100638405,0.9979104226615334,1.0449933624189214,0.38642253608099963
217,BASELINE,2026-02-24,32.0954679908111,32.44599830512624,32.1189801785425,32.819193386741645
218,SHOCK_2026,2026-03-03,14.004633110229719,12.913536418052729,10.481430597171794,9.815087873624677
219,SHOCK_2026,2026-03-10,6.567394451662977,8.008554822024564,5.621955050282679,6.775761494161486
220,SHOCK_2026,2026-03-17,25.306017637695078,30.006647046612017,27.322773792906375,29.87542814126155
221,SHOCK_2026,2026-03-24,67.77429338784398,58.375889283258005,68.44434956400241,61.585543882597165
222,SHOCK_2026,2026-03-31,36.32090853379242,32.95433445954215,33.92818625756151,33.51562653184952
223,SHOCK_2026,2026-04-07,8.289759641190273,11.653264280084827,6.598137611236709,9.291726845673097
224,SHOCK_2026,2026-04-14,14.268813548344909,15.261772008044161,11.354475292152827,12.81452895262548
225,SHOCK_2026,2026-04-21,20.20821072688129,20.119677292748932,21.0930288715779,21.234858289234495
226,SHOCK_2026,2026-04-28,26.420901390554008,28.287333070740146,25.41720687580687,29.417086294300162
227,SHOCK_2026,2026-05-05,4.558215874315408,2.9834783254505055,4.528338779440304,1.7368008681011275
228,SHOCK_2026,2026-05-12,19.887361377539065,20.977558933706277,23.244086332090376,22.035653614289856
229,SHOCK_2026,2026-05-19,1.6305012080307506,4.71732339527388,0.20503055076120802,2.97045403087526
230,SHOCK_2026,2026-05-26,0.3485320049888543,1.6471324829313687,0.134760885000901,0.9866094508180652
231,SHOCK_2026,2026-06-02,12.41026189222417,14.107599198700782,11.800152933422439,14.613278645806403
232,SHOCK_2026,2026-06-09,21.787466230032365,18.856580696225336,20.4649607596442,18.71380424312885
233,SHOCK_2026,2026-06-16,19.16541491113253,17.901733819560775,19.728704075396692,19.123570002721223
234,SHOCK_2026,2026-06-23,58.6584451495701,57.11380012905147,58.50268121159027,57.268332438258554
235,SHOCK_2026,2026-06-30,52.123875958953874,53.469903481976104,51.25703511858839,51.638586131681535
236,SHOCK_2026,2026-07-07,31.04078179439807,32.46209426880135,31.549516989708934,31.59466855351353
237,SHOCK_2026,2026-07-14,6.360538436005982,7.0132836211455185,5.58872420047976,7.8260198551409275
238,SHOCK_2026,2026-07-21,4.864526135609992,11.947282749366167,4.466707260153385,12.459062191200005
239,SHOCK_2026,2026-07-28,9.878939190690176,5.554863906273042,14.252214572958053,5.190962841982412
240,SHOCK_2026,2026-08-04,15.296478251444682,6.517395679551214,14.285750194747521,7.769285964962592
241,SHOCK_2026,2026-08-11,12.48038895712476,8.954900967028806,12.537651666494128,10.3684891100702
242,SHOCK_2026,2026-08-18,0.22982571957592768,4.600729171181968,1.525399431345079,3.384318841313103
243,SHOCK_2026,2026-08-25,3.760578785447734,9.239807060059633,2.935040190109987,9.657528821189487
244,SHOCK_2026,2026-09-01,19.55837331017476,15.611352301851127,22.217046134363827,13.00904322698878
