date,smard_mean,smard_min,smard_max,smard_std,DCOILBRENTEU,DCOILBRENTEU_imputed,DEXUSEU,DEXUSEU_imputed,gpr_daily,gpr_daily_imputed,ttf_eur_mwh,ttf_eur_mwh_imputed,wind_offshore_mwh,wind_onshore_mwh,solar_mwh,renewable_output_mwh,dunkelflaute_flag,guardian_sentiment_mean,guardian_sentiment_min,guardian_sentiment_max,guardian_article_count,sentiment_available,smard_mean_outlier_flag,DCOILBRENTEU_outlier_flag,smard_mean_lag1,smard_mean_lag2,smard_mean_lag3,smard_mean_lag4,smard_mean_lag5,smard_mean_lag6,smard_mean_lag7,DCOILBRENTEU_lag1,DCOILBRENTEU_lag2,DCOILBRENTEU_lag3,DCOILBRENTEU_lag4,DCOILBRENTEU_lag5,DCOILBRENTEU_lag6,DCOILBRENTEU_lag7,DEXUSEU_lag1,DEXUSEU_lag2,DEXUSEU_lag3,DEXUSEU_lag4,DEXUSEU_lag5,DEXUSEU_lag6,DEXUSEU_lag7,ttf_eur_mwh_lag1,ttf_eur_mwh_lag2,ttf_eur_mwh_lag3,ttf_eur_mwh_lag4,ttf_eur_mwh_lag5,ttf_eur_mwh_lag6,ttf_eur_mwh_lag7,renewable_output_mwh_lag1,renewable_output_mwh_lag2,renewable_output_mwh_lag3,renewable_output_mwh_lag4,renewable_output_mwh_lag5,renewable_output_mwh_lag6,renewable_output_mwh_lag7,dunkelflaute_flag_lag1,dunkelflaute_flag_lag2,dunkelflaute_flag_lag3,dunkelflaute_flag_lag4,dunkelflaute_flag_lag5,dunkelflaute_flag_lag6,dunkelflaute_flag_lag7,sentiment_available_lag1,sentiment_available_lag2,sentiment_available_lag3,sentiment_available_lag4,sentiment_available_lag5,sentiment_available_lag6,sentiment_available_lag7,gpr_daily_lag1,gpr_daily_lag2,gpr_daily_lag3,gpr_daily_lag4,gpr_daily_lag5,gpr_daily_lag6,gpr_daily_lag7,guardian_sentiment_mean_lag1,guardian_sentiment_mean_lag2,guardian_sentiment_mean_lag3,guardian_sentiment_mean_lag4,guardian_sentiment_mean_lag5,guardian_sentiment_mean_lag6,guardian_sentiment_mean_lag7,guardian_sentiment_min_lag1,guardian_sentiment_min_lag2,guardian_sentiment_min_lag3,guardian_sentiment_min_lag4,guardian_sentiment_min_lag5,guardian_sentiment_min_lag6,guardian_sentiment_min_lag7,guardian_sentiment_max_lag1,guardian_sentiment_max_lag2,guardian_sentiment_max_lag3,guardian_sentiment_max_lag4,guardian_sentiment_max_lag5,guardian_sentiment_max_lag6,guardian_sentiment_max_lag7,guardian_article_count_lag1,guardian_article_count_lag2,guardian_article_count_lag3,guardian_article_count_lag4,guardian_article_count_lag5,guardian_article_count_lag6,guardian_article_count_lag7,smard_mean_vol7d,smard_mean_vol30d,DCOILBRENTEU_vol7d,DCOILBRENTEU_vol30d,ttf_eur_mwh_vol7d,ttf_eur_mwh_vol30d,day_of_week,month,is_weekend,is_holiday,hormuz_state,state_evidence,state_event_id,state_open,state_restricted,state_severely_restricted,ttf_return,power_return,ttf_change,weekday
2021-12-03,149.97125,106.48,256.41,40.12242691871749,70.71,0,1.1308,0,106.17205047607422,0,89.48,0,132451.25,632674.75,34511.5,799637.5,0,,,,,0,0,0,195.04083333333327,91.00416666666666,123.83916666666666,265.96166666666664,201.16583333333327,202.8970833333333,188.37541666666667,70.56,69.53,70.86,73.34,72.37,72.37,72.37,1.1306,1.1323,1.1287,1.1261,1.1302,1.1302,1.1302,94.83,95.675,92.515,93.146,87.772,87.772,87.772,532313.75,1000531.0,894949.0,270178.75,177119.25,293155.75,449801.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.12439727783205,86.94403076171875,92.78900909423828,60.78105545043945,35.52351379394531,57.11323547363281,58.97747039794922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.33315644590471,55.00667826976668,4.068558303215736,4.42254984442642,3.379928965159079,8.973122851176123,4,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,-5.641674575556255,-45.06958333333327,-5.349999999999994,4
2021-12-04,196.26375,119.86,243.05,38.09742851215985,70.71,1,1.1308,1,73.31639099121094,0,89.48,1,49903.75,243595.5,11719.25,305218.5,0,,,,,0,0,0,149.97125,195.04083333333327,91.00416666666666,123.83916666666666,265.96166666666664,201.16583333333327,202.8970833333333,70.71,70.56,69.53,70.86,73.34,72.37,72.37,1.1308,1.1306,1.1323,1.1287,1.1261,1.1302,1.1302,89.48,94.83,95.675,92.515,93.146,87.772,87.772,799637.5,532313.75,1000531.0,894949.0,270178.75,177119.25,293155.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.17205047607422,93.12439727783205,86.94403076171875,92.78900909423828,60.78105545043945,35.52351379394531,57.11323547363281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.35855414325699,55.09930038862351,1.3363311537114344,4.675981721250695,3.507253714666952,8.712939465721863,5,12,1,0,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,46.29249999999999,0.0,5
2021-12-05,157.71125,80.92,260.0,63.72439320757724,70.71,1,1.1308,1,86.75772857666016,0,89.48,1,132233.75,181303.75,26946.25,340483.75,0,,,,,0,0,0,196.26375,149.97125,195.04083333333327,91.00416666666666,123.83916666666666,265.96166666666664,201.16583333333327,70.71,70.71,70.56,69.53,70.86,73.34,72.37,1.1308,1.1308,1.1306,1.1323,1.1287,1.1261,1.1302,89.48,89.48,94.83,95.675,92.515,93.146,87.772,305218.5,799637.5,532313.75,1000531.0,894949.0,270178.75,177119.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.31639099121094,106.17205047607422,93.12439727783205,86.94403076171875,92.78900909423828,60.78105545043945,35.52351379394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.89529017198951,55.24307287943341,1.3301056170017844,4.943631744738431,3.267706119851022,8.64467619943649,6,12,1,0,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,-38.55249999999998,0.0,6
2021-12-06,265.3925,162.1,371.54,73.61463064943118,73.38,0,1.1282,0,120.544677734375,0,89.93,0,130369.5,156110.25,22679.5,309159.25,0,,,,,0,1,0,157.71125,196.26375,149.97125,195.04083333333327,91.00416666666666,123.83916666666666,265.96166666666664,70.71,70.71,70.71,70.56,69.53,70.86,73.34,1.1308,1.1308,1.1308,1.1306,1.1323,1.1287,1.1261,89.48,89.48,89.48,94.83,95.675,92.515,93.146,340483.75,305218.5,799637.5,532313.75,1000531.0,894949.0,270178.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75772857666016,73.31639099121094,106.17205047607422,93.12439727783205,86.94403076171875,92.78900909423828,60.78105545043945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.912084029068325,55.26699581606152,1.2733271004579352,5.183902459792526,2.9859773306314925,8.423799272600084,0,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,0.5029056772463125,107.68124999999998,0.45000000000000284,0
2021-12-07,216.18541666666667,91.36,299.15,76.38354477806277,75.54,0,1.1247,0,202.4346923828125,0,95.885,0,115196.5,380230.75,26990.5,522417.75,0,,,,,0,0,0,265.3925,157.71125,196.26375,149.97125,195.04083333333327,91.00416666666666,123.83916666666666,73.38,70.71,70.71,70.71,70.56,69.53,70.86,1.1282,1.1308,1.1308,1.1308,1.1306,1.1323,1.1287,89.93,89.48,89.48,89.48,94.83,95.675,92.515,309159.25,340483.75,305218.5,799637.5,532313.75,1000531.0,894949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.544677734375,86.75772857666016,73.31639099121094,106.17205047607422,93.12439727783205,86.94403076171875,92.78900909423828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.74987982019407,54.43019884711567,1.1585869883277995,5.356064228795973,2.6486412779093342,8.193185126929462,1,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,6.62181696875348,-49.207083333333316,5.954999999999998,1
2021-12-08,184.06,66.08,292.0,71.25675333364673,75.94,0,1.133,0,145.55889892578125,0,101.5,0,141833.75,429773.25,13474.5,585081.5,0,,,,,0,0,0,216.18541666666667,265.3925,157.71125,196.26375,149.97125,195.04083333333327,91.00416666666666,75.54,73.38,70.71,70.71,70.71,70.56,69.53,1.1247,1.1282,1.1308,1.1308,1.1308,1.1306,1.1323,95.885,89.93,89.48,89.48,89.48,94.83,95.675,522417.75,309159.25,340483.75,305218.5,799637.5,532313.75,1000531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.4346923828125,120.544677734375,86.75772857666016,73.31639099121094,106.17205047607422,93.12439727783205,86.94403076171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.36492785502557,47.25899843089108,1.172543023882623,5.388815620625995,2.7124003163596657,7.928308932545784,2,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,5.85597330135057,-32.125416666666666,5.614999999999995,2
2021-12-09,277.88375,170.51,355.69,69.82772190323593,74.1,0,1.1285,0,104.557373046875,0,100.445,0,86956.0,139845.75,11061.75,237863.5,1,,,,,0,1,0,184.06,216.18541666666667,265.3925,157.71125,196.26375,149.97125,195.04083333333327,75.94,75.54,73.38,70.71,70.71,70.71,70.56,1.133,1.1247,1.1282,1.1308,1.1308,1.1308,1.1306,101.5,95.885,89.93,89.48,89.48,89.48,94.83,585081.5,522417.75,309159.25,340483.75,305218.5,799637.5,532313.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.55889892578125,202.4346923828125,120.544677734375,86.75772857666016,73.31639099121094,106.17205047607422,93.12439727783205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.60748498424696,47.22661719235228,2.0989793438033284,5.354234600848081,3.158621421714206,7.780039370006477,3,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,-1.039408866995084,93.82375000000002,-1.0550000000000068,3
2021-12-10,239.78041666666664,146.78,300.04,47.40385330871839,74.98,0,1.1312,0,164.97715759277344,0,105.775,0,52768.5,133247.75,20074.25,206090.5,1,,,,,0,0,0,277.88375,184.06,216.18541666666667,265.3925,157.71125,196.26375,149.97125,74.1,75.94,75.54,73.38,70.71,70.71,70.71,1.1285,1.133,1.1247,1.1282,1.1308,1.1308,1.1308,100.445,101.5,95.885,89.93,89.48,89.48,89.48,237863.5,585081.5,522417.75,309159.25,340483.75,305218.5,799637.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.557373046875,145.55889892578125,202.4346923828125,120.544677734375,86.75772857666016,73.31639099121094,106.17205047607422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.734958347927005,49.76216746683328,2.4229851718192656,5.278066968080215,4.663575549378348,8.07745305510787,4,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,5.306386579720268,-38.10333333333338,5.3300000000000125,4
2021-12-11,237.34833333333333,130.01,294.98,42.22644974386332,74.98,1,1.1312,1,95.62051391601562,0,105.775,1,46770.0,135598.75,17381.75,199750.5,1,,,,,0,0,0,239.78041666666664,277.88375,184.06,216.18541666666667,265.3925,157.71125,196.26375,74.98,74.1,75.94,75.54,73.38,70.71,70.71,1.1312,1.1285,1.133,1.1247,1.1282,1.1308,1.1308,105.775,100.445,101.5,95.885,89.93,89.48,89.48,206090.5,237863.5,585081.5,522417.75,309159.25,340483.75,305218.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.97715759277344,104.557373046875,145.55889892578125,202.4346923828125,120.544677734375,86.75772857666016,73.31639099121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.876238554757066,50.44478169497045,2.3159138893439266,5.165354801936095,5.457937535631464,7.88960370754255,5,12,1,0,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,-2.43208333333331,0.0,5
2021-12-12,183.12125,105.9,290.3,64.61101395626383,74.98,1,1.1312,1,76.4438705444336,0,105.775,1,86135.25,372511.5,15707.0,474353.75,0,,,,,0,0,0,237.34833333333333,239.78041666666664,277.88375,184.06,216.18541666666667,265.3925,157.71125,74.98,74.98,74.1,75.94,75.54,73.38,70.71,1.1312,1.1312,1.1285,1.133,1.1247,1.1282,1.1308,105.775,105.775,100.445,101.5,95.885,89.93,89.48,199750.5,206090.5,237863.5,585081.5,522417.75,309159.25,340483.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.62051391601562,164.97715759277344,104.557373046875,145.55889892578125,202.4346923828125,120.544677734375,86.75772857666016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.97117072094154,51.070876328976496,2.165738629087747,5.081085683605142,6.675859138574838,7.702820687717365,6,12,1,0,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,-54.227083333333326,0.0,6
2021-12-13,264.6625,137.81,353.73,75.54612177482967,74.12,0,1.1298,0,110.41893005371094,0,116.085,0,106509.5,193197.75,14896.0,314603.25,0,,,,,0,1,0,183.12125,237.34833333333333,239.78041666666664,277.88375,184.06,216.18541666666667,265.3925,74.98,74.98,74.98,74.1,75.94,75.54,73.38,1.1312,1.1312,1.1312,1.1285,1.133,1.1247,1.1282,105.775,105.775,105.775,100.445,101.5,95.885,89.93,474353.75,199750.5,206090.5,237863.5,585081.5,522417.75,309159.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4438705444336,95.62051391601562,164.97715759277344,104.557373046875,145.55889892578125,202.4346923828125,120.544677734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.94261068145613,50.8481128767194,1.7745864709436685,4.959850062620578,6.83381037823793,7.707999716744514,0,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,9.747104703379804,81.54125000000002,10.309999999999988,0
2021-12-14,295.8179166666667,144.42,400.0,91.58167497443571,73.37,0,1.1267,0,129.9046173095703,0,128.3,0,64261.75,184827.25,13836.5,262925.5,0,,,,,0,1,0,264.6625,183.12125,237.34833333333333,239.78041666666664,277.88375,184.06,216.18541666666667,74.12,74.98,74.98,74.98,74.1,75.94,75.54,1.1298,1.1312,1.1312,1.1312,1.1285,1.133,1.1247,116.085,105.775,105.775,105.775,100.445,101.5,95.885,314603.25,474353.75,199750.5,206090.5,237863.5,585081.5,522417.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.41893005371094,76.4438705444336,95.62051391601562,164.97715759277344,104.557373046875,145.55889892578125,202.4346923828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.823958624826126,51.81920326534932,0.8600332219492417,4.841785032284039,6.015869786299619,7.635179203686966,1,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,10.52246198905975,31.155416666666667,12.215000000000018,1
2021-12-15,295.2004166666666,185.01,402.0,59.921560791128655,73.71,0,1.1261,0,72.01234436035156,0,132.285,0,125419.0,276310.75,12995.0,414724.75,0,,,,,0,1,0,295.8179166666667,264.6625,183.12125,237.34833333333333,239.78041666666664,277.88375,184.06,73.37,74.12,74.98,74.98,74.98,74.1,75.94,1.1267,1.1298,1.1312,1.1312,1.1312,1.1285,1.133,128.3,116.085,105.775,105.775,105.775,100.445,101.5,262925.5,314603.25,474353.75,199750.5,206090.5,237863.5,585081.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.9046173095703,110.41893005371094,76.4438705444336,95.62051391601562,164.97715759277344,104.557373046875,145.55889892578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.836041108688974,54.38958619049435,0.6760529705924552,4.717184529468467,6.307940668410659,8.239377685531093,2,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,3.1060015588464385,-0.6175000000000637,3.984999999999985,2
2021-12-16,344.3029166666667,208.15,425.0,76.67476204463533,74.64,0,1.1309,0,136.24957275390625,0,142.765,0,34337.25,180089.25,17701.0,232127.5,1,,,,,0,1,0,295.2004166666666,295.8179166666667,264.6625,183.12125,237.34833333333333,239.78041666666664,277.88375,73.71,73.37,74.12,74.98,74.98,74.98,74.1,1.1261,1.1267,1.1298,1.1312,1.1312,1.1312,1.1285,132.285,128.3,116.085,105.775,105.775,105.775,100.445,414724.75,262925.5,314603.25,474353.75,199750.5,206090.5,237863.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.01234436035156,129.9046173095703,110.41893005371094,76.4438705444336,95.62051391601562,164.97715759277344,104.557373046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.995578801111385,56.77084857826251,0.8378231430599328,4.583113946682432,9.859562496330492,9.844614970959348,3,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,7.9222889972407895,49.10250000000008,10.47999999999999,3
2021-12-17,338.14,240.73,403.92,59.34227527473659,72.97,0,1.1277,0,95.44012451171876,0,136.915,0,33095.25,134562.0,22880.25,190537.5,1,,,,,0,1,0,344.3029166666667,295.2004166666666,295.8179166666667,264.6625,183.12125,237.34833333333333,239.78041666666664,74.64,73.71,73.37,74.12,74.98,74.98,74.98,1.1309,1.1261,1.1267,1.1298,1.1312,1.1312,1.1312,142.765,132.285,128.3,116.085,105.775,105.775,105.775,232127.5,414724.75,262925.5,314603.25,474353.75,199750.5,206090.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.24957275390625,72.01234436035156,129.9046173095703,110.41893005371094,76.4438705444336,95.62051391601562,164.97715759277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.04442692609658,61.9519499444891,0.6670582183481583,4.464983093247684,12.43689293804447,11.591910618552312,4,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,-4.0976429797219165,-6.1629166666667174,-5.849999999999994,4
2021-12-18,259.5133333333333,80.49,335.28,71.51676080026498,72.97,1,1.1277,1,86.98970031738281,0,136.915,1,87577.0,237058.75,13464.75,338100.5,0,,,,,0,0,0,338.14,344.3029166666667,295.2004166666666,295.8179166666667,264.6625,183.12125,237.34833333333333,72.97,74.64,73.71,73.37,74.12,74.98,74.98,1.1277,1.1309,1.1261,1.1267,1.1298,1.1312,1.1312,136.915,142.765,132.285,128.3,116.085,105.775,105.775,190537.5,232127.5,414724.75,262925.5,314603.25,474353.75,199750.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.44012451171876,136.24957275390625,72.01234436035156,129.9046173095703,110.41893005371094,76.4438705444336,95.62051391601562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.915137047179336,65.99094441487344,0.6685983918040611,4.265414520827008,15.04956196957873,14.314815959528522,5,12,1,0,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,-78.62666666666667,0.0,5
2021-12-19,119.67333333333332,21.83,328.0,77.8321646189759,72.97,1,1.1277,1,61.02098083496094,0,136.915,1,110296.5,503590.5,14380.25,628267.25,0,,,,,0,0,0,259.5133333333333,338.14,344.3029166666667,295.2004166666666,295.8179166666667,264.6625,183.12125,72.97,72.97,74.64,73.71,73.37,74.12,74.98,1.1277,1.1277,1.1309,1.1261,1.1267,1.1298,1.1312,136.915,136.915,142.765,132.285,128.3,116.085,105.775,338100.5,190537.5,232127.5,414724.75,262925.5,314603.25,474353.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.98970031738281,95.44012451171876,136.24957275390625,72.01234436035156,129.9046173095703,110.41893005371094,76.4438705444336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.73460228232199,64.93767030469975,0.7960318251588783,4.1762552796636685,14.90526037695291,15.941805196422695,6,12,1,0,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,-139.84,0.0,6
2021-12-20,331.3704166666667,136.9,465.98,117.26100176359336,70.51,0,1.1298,0,53.08602523803711,0,146.925,0,15157.25,150950.25,57418.5,223526.0,1,,,,,0,1,0,119.67333333333332,259.5133333333333,338.14,344.3029166666667,295.2004166666666,295.8179166666667,264.6625,72.97,72.97,72.97,74.64,73.71,73.37,74.12,1.1277,1.1277,1.1277,1.1309,1.1261,1.1267,1.1298,136.915,136.915,136.915,142.765,132.285,128.3,116.085,628267.25,338100.5,190537.5,232127.5,414724.75,262925.5,314603.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.02098083496094,86.98970031738281,95.44012451171876,136.24957275390625,72.01234436035156,129.9046173095703,110.41893005371094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.38304780253101,65.52293816122234,0.7924164369338013,3.968045713144986,13.102216869856909,17.303064509688358,0,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,7.311105430376519,211.69708333333338,10.01000000000002,0
2021-12-21,431.975,283.9,620.0,104.45557387254873,72.85,0,1.1272,0,101.40513610839844,0,180.265,0,11762.5,49332.0,51573.75,112668.25,1,,,,,0,1,0,331.3704166666667,119.67333333333332,259.5133333333333,338.14,344.3029166666667,295.2004166666666,295.8179166666667,70.51,72.97,72.97,72.97,74.64,73.71,73.37,1.1298,1.1277,1.1277,1.1277,1.1309,1.1261,1.1267,146.925,136.915,136.915,136.915,142.765,132.285,128.3,223526.0,628267.25,338100.5,190537.5,232127.5,414724.75,262925.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.08602523803711,61.02098083496094,86.98970031738281,95.44012451171876,136.24957275390625,72.01234436035156,129.9046173095703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.18486174214435,65.41658725362605,0.6555877043494907,3.854741460090032,8.65986232432087,18.28450741358572,1,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,22.69184958312063,100.60458333333332,33.339999999999975,1
2021-12-22,416.7225,280.0,529.2,78.07373116372811,74.69,0,1.1324,0,141.3362274169922,0,172.875,0,37211.75,125765.25,55457.0,218434.0,1,,,,,0,1,0,431.975,331.3704166666667,119.67333333333332,259.5133333333333,338.14,344.3029166666667,295.2004166666666,72.85,70.51,72.97,72.97,72.97,74.64,73.71,1.1272,1.1298,1.1277,1.1277,1.1277,1.1309,1.1261,180.265,146.925,136.915,136.915,136.915,142.765,132.285,112668.25,223526.0,628267.25,338100.5,190537.5,232127.5,414724.75,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.40513610839844,53.08602523803711,61.02098083496094,86.98970031738281,95.44012451171876,136.24957275390625,72.01234436035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55799202821328,73.70466048722771,1.2603306444470177,3.7825917800777455,6.179277677775105,19.73273587596446,2,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,-4.099520150888958,-15.252499999999998,-7.389999999999986,2
2021-12-23,300.72583333333336,98.85,450.06,89.74401057484545,76.26,0,1.132,0,135.30911254882812,0,132.58,0,66580.0,348032.0,19241.75,433853.75,0,,,,,0,1,0,416.7225,431.975,331.3704166666667,119.67333333333332,259.5133333333333,338.14,344.3029166666667,74.69,72.85,70.51,72.97,72.97,72.97,74.64,1.1324,1.1272,1.1298,1.1277,1.1277,1.1277,1.1309,172.875,180.265,146.925,136.915,136.915,136.915,142.765,218434.0,112668.25,223526.0,628267.25,338100.5,190537.5,232127.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.3362274169922,101.40513610839844,53.08602523803711,61.02098083496094,86.98970031738281,95.44012451171876,136.24957275390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.46059212126173,80.82520194605294,1.2515571253818685,3.625985462562106,16.378410295554534,23.7873927760402,3,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,-23.308749096167748,-115.99666666666667,-40.29499999999999,3
2021-12-24,196.20875,88.88,278.57,67.42650358224196,75.24,0,1.132,1,135.7197723388672,0,132.58,1,54791.75,464914.0,8028.25,527734.0,0,,,,,0,0,0,300.72583333333336,416.7225,431.975,331.3704166666667,119.67333333333332,259.5133333333333,338.14,76.26,74.69,72.85,70.51,72.97,72.97,72.97,1.132,1.1324,1.1272,1.1298,1.1277,1.1277,1.1277,132.58,172.875,180.265,146.925,136.915,136.915,136.915,433853.75,218434.0,112668.25,223526.0,628267.25,338100.5,190537.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.30911254882812,141.3362274169922,101.40513610839844,53.08602523803711,61.02098083496094,86.98970031738281,95.44012451171876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.08911714816692,81.5559672627857,1.3975914656153343,3.39213756227226,18.31603382935561,26.14245555398257,4,12,0,0,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,-104.51708333333335,0.0,4
2021-12-25,198.2925,125.31,245.1,39.22616831191628,75.24,1,1.132,1,43.87506866455078,0,132.58,1,31657.5,172876.75,20934.25,225468.5,0,,,,,0,0,0,196.20875,300.72583333333336,416.7225,431.975,331.3704166666667,119.67333333333332,259.5133333333333,75.24,76.26,74.69,72.85,70.51,72.97,72.97,1.132,1.132,1.1324,1.1272,1.1298,1.1277,1.1277,132.58,132.58,172.875,180.265,146.925,136.915,136.915,527734.0,433853.75,218434.0,112668.25,223526.0,628267.25,338100.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.7197723388672,135.30911254882812,141.3362274169922,101.40513610839844,53.08602523803711,61.02098083496094,86.98970031738281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.04974902466031,81.77581677744739,1.779744497446036,2.9198643686023407,19.40600345867481,26.160032741376405,5,12,1,1,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,2.0837499999999807,0.0,5
2021-12-26,172.45666666666668,100.08,217.55,31.983239179385777,75.24,1,1.132,1,43.73026657104492,0,132.58,1,91945.25,250670.0,24035.75,366651.0,0,,,,,0,0,0,198.2925,196.20875,300.72583333333336,416.7225,431.975,331.3704166666667,119.67333333333332,75.24,75.24,76.26,74.69,72.85,70.51,72.97,1.132,1.132,1.132,1.1324,1.1272,1.1298,1.1277,132.58,132.58,132.58,172.875,180.265,146.925,136.915,225468.5,527734.0,433853.75,218434.0,112668.25,223526.0,628267.25,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.87506866455078,135.7197723388672,135.30911254882812,141.3362274169922,101.40513610839844,53.08602523803711,61.02098083496094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.38142323846512,82.13381251781556,1.9081267303422604,2.440378621462458,19.92036410190297,26.186093466048806,6,12,1,1,open,pre-event baseline (not a physical closure claim),,1,0,0,0.0,-25.835833333333312,0.0,6
