origin,horizon_week,target_week,actual,q05,q50,q95,covered_90,crps,backtest_type
2025-01-05,12,2025-03-30,91.38632763975156,74.74301564612514,111.74033691680586,147.55628312325143,True,12.515570208102613,conditional_on_realised_gas_and_system_paths
2025-01-05,13,2025-04-06,74.39369047619049,40.4216717705269,83.17830575715027,119.0872358236268,True,6.11735523228961,conditional_on_realised_gas_and_system_paths
2025-04-06,1,2025-04-13,77.31470238095237,30.32497845755788,74.6837075777049,112.18019008357662,True,4.118670934947369,conditional_on_realised_gas_and_system_paths
2025-04-06,2,2025-04-20,82.62059523809523,29.574809305171048,84.88752224161787,127.90188330361458,True,4.874467403194176,conditional_on_realised_gas_and_system_paths
2025-04-06,3,2025-04-27,82.60839285714285,60.573997755382464,101.0464020606955,135.02710457196775,True,11.159062082590575,conditional_on_realised_gas_and_system_paths
2025-04-06,4,2025-05-04,60.04113095238095,21.052572326379853,81.86906916231699,114.74734025257331,True,13.157153892825333,conditional_on_realised_gas_and_system_paths
2025-04-06,5,2025-05-11,76.18494047619048,31.571168743932024,76.98722686259742,115.3631619486283,True,4.473167037117616,conditional_on_realised_gas_and_system_paths
2025-04-06,6,2025-05-18,68.60875,7.335329499034618,56.19981429338129,98.84522019239473,True,7.763001704591721,conditional_on_realised_gas_and_system_paths
2025-04-06,7,2025-05-25,69.08946428571429,9.38611402629706,50.60458761105109,86.60486697883793,True,11.021337570980217,conditional_on_realised_gas_and_system_paths
2025-04-06,8,2025-06-01,61.930773809523814,5.913685312793108,46.41802022380772,83.94576242089592,True,9.326953869014806,conditional_on_realised_gas_and_system_paths
2025-04-06,9,2025-06-08,64.71160714285715,20.24742547952375,58.820328938594145,91.53406475531747,True,5.443502751148818,conditional_on_realised_gas_and_system_paths
2025-04-06,10,2025-06-15,53.80458333333333,0.03379573968567837,35.63841859137319,79.68745075724533,True,10.868805864901377,conditional_on_realised_gas_and_system_paths
2025-04-06,11,2025-06-22,71.81708333333333,12.569894743636004,53.98012523418561,90.0633232880144,True,11.142133146864127,conditional_on_realised_gas_and_system_paths
2025-04-06,12,2025-06-29,63.61297619047618,-34.04445158217945,24.92967901141683,65.6935368912301,True,27.773462835338393,conditional_on_realised_gas_and_system_paths
2025-04-06,13,2025-07-06,91.15732142857142,2.5047603928182105,48.88449815630079,84.54451449500705,False,32.00377634185706,conditional_on_realised_gas_and_system_paths
2025-07-06,1,2025-07-13,86.54678571428572,48.44387456520009,82.62962207300109,112.46671809820572,True,4.372633119025899,conditional_on_realised_gas_and_system_paths
2025-07-06,2,2025-07-20,88.60220238095238,46.537893324426975,76.52764466771333,114.76523025679532,True,7.3746867122665805,conditional_on_realised_gas_and_system_paths
2025-07-06,3,2025-07-27,89.63267857142857,46.164424924095464,81.41982139490833,121.91676244962514,True,6.009836040083757,conditional_on_realised_gas_and_system_paths
2025-07-06,4,2025-08-03,76.44125,31.11097949751912,63.82714719568252,106.35575685121515,True,8.005781283602781,conditional_on_realised_gas_and_system_paths
2025-07-06,5,2025-08-10,59.66125,7.489238025562286,48.08242512403159,81.74646481481612,True,7.009203005098511,conditional_on_realised_gas_and_system_paths
2025-07-06,6,2025-08-17,81.84595238095237,2.505217890564861,58.576165115959824,95.36176571028854,True,14.937243447713728,conditional_on_realised_gas_and_system_paths
2025-07-06,7,2025-08-24,80.31797619047619,10.631334384768289,56.1623779090185,86.51312319676619,True,15.716588560611106,conditional_on_realised_gas_and_system_paths
2025-07-06,8,2025-08-31,90.19083333333334,13.387509893624328,70.9415113397203,107.65564039490665,True,12.192388194517275,conditional_on_realised_gas_and_system_paths
2025-07-06,9,2025-09-07,84.90386904761905,20.344790028959572,59.4382126722338,95.5123798031533,True,16.299495545024715,conditional_on_realised_gas_and_system_paths
2025-07-06,10,2025-09-14,92.99386904761903,14.419146028083931,60.9905334800597,95.57325696591653,True,21.8893280306117,conditional_on_realised_gas_and_system_paths
2025-07-06,11,2025-09-21,50.969880952380954,-43.44904111131446,12.651584358046101,47.37577304281794,False,27.792370758166506,conditional_on_realised_gas_and_system_paths
2025-07-06,12,2025-09-28,90.9325,3.579817531233712,49.64708894442502,89.61415863630656,False,30.57820571438208,conditional_on_realised_gas_and_system_paths
2025-07-06,13,2025-10-05,79.17125,-16.324457944574018,38.147116923002145,68.64972747479848,False,31.568072732717155,conditional_on_realised_gas_and_system_paths
2025-10-05,1,2025-10-12,103.27357142857143,51.0415755507541,89.1438919614458,121.36519991327631,True,9.116013314338943,conditional_on_realised_gas_and_system_paths
2025-10-05,2,2025-10-19,116.63136904761905,49.150263546509684,94.41401643735584,132.84212596468504,True,13.744040438400352,conditional_on_realised_gas_and_system_paths
2025-10-05,3,2025-10-26,58.2105619047619,-12.94089991380562,21.237970482241632,54.673435698013144,False,26.81679891370515,conditional_on_realised_gas_and_system_paths
2025-10-05,4,2025-11-02,74.14244047619049,-15.781379547197758,23.83907592415904,60.7346740540143,False,37.88227891570561,conditional_on_realised_gas_and_system_paths
2025-10-05,5,2025-11-09,95.395,38.13428748001114,80.26352968978414,113.83524911043772,True,8.969283358770944,conditional_on_realised_gas_and_system_paths
2025-10-05,6,2025-11-16,93.68958333333333,46.19780785441231,80.41815943750946,116.2432715906973,True,8.321133270454819,conditional_on_realised_gas_and_system_paths
2025-10-05,7,2025-11-23,104.90886904761905,50.45366006353581,84.8453416568907,116.68601239535226,True,12.92300920324445,conditional_on_realised_gas_and_system_paths
2025-10-05,8,2025-11-30,123.5672619047619,61.43617317527605,96.0601064975645,130.6312957040049,True,18.5785895687155,conditional_on_realised_gas_and_system_paths
2025-10-05,9,2025-12-07,110.96672619047618,70.56580883721443,102.48623956490636,135.74950640453255,True,5.965338406116842,conditional_on_realised_gas_and_system_paths
2025-10-05,10,2025-12-14,90.10636904761904,44.11616511088674,80.7101653283825,120.3778112096413,True,6.235145606118872,conditional_on_realised_gas_and_system_paths
2025-10-05,11,2025-12-21,91.35249999999999,24.26763416544651,75.99020678199227,106.41874040819614,True,8.979317006415194,conditional_on_realised_gas_and_system_paths
2025-10-05,12,2025-12-28,83.02488095238095,-1.9392498360429888,50.37008800991856,86.93078442440743,True,21.95764067111667,conditional_on_realised_gas_and_system_paths
2025-10-05,13,2026-01-04,73.8542261904762,-37.13016489238767,7.546173918863265,44.25022894121752,False,53.82117982467766,conditional_on_realised_gas_and_system_paths
