placebo_date,delta_ttf
2022-07-11,-4.304017857142895
2022-07-18,-7.517232142857125
2022-07-25,36.857321428571424
2022-08-01,4.955892857142857
2022-08-08,5.590803571428637
2022-08-15,37.97312499999998
2022-08-22,70.97794642857147
2022-08-29,-77.60385714285712
2022-09-05,-23.465107142857136
2022-09-12,-19.866607142857106
2022-09-19,-12.310178571428565
2022-09-26,-0.792410714285694
2022-10-03,-25.74071428571429
2022-10-10,-16.910446428571447
2022-10-17,-35.03267857142856
2022-10-24,-8.524571428571434
2022-10-31,11.340160714285702
2022-11-07,-11.603839285714287
2022-11-14,9.00991071428571
2022-11-21,8.097142857142842
2022-11-28,11.307982142857156
2022-12-05,3.9936964285714396
2022-12-12,-15.399464285714288
2022-12-19,-34.69973214285716
2022-12-26,-14.081785714285715
2023-01-02,-8.470267857142872
2023-01-09,-3.697232142857132
2023-01-16,-3.029910714285691
2023-01-23,-6.852285714285713
2023-01-30,0.17494642857142395
2023-02-06,-3.3500535714285675
2023-02-13,-3.6641964285714224
2023-02-20,-1.2258392857142937
2023-02-27,-4.6636071428571455
2023-03-06,1.3363928571428474
2023-03-13,-3.5333035714285828
2023-03-20,-2.888214285714291
2023-03-27,4.657107142857157
2023-04-03,-0.26583928571429283
2023-04-10,-2.955803571428568
2023-04-17,-1.535892857142862
2023-04-24,-1.7680714285714316
2023-05-01,-2.0705714285714265
2023-05-08,-2.7540178571428555
2023-05-15,-3.6805357142857034
2023-05-22,-4.645535714285717
2023-05-29,-1.6803214285714283
2023-06-05,4.907
2023-06-12,6.856071428571429
2023-06-19,-1.6815714285714236
2023-06-26,0.5449999999999946
2023-07-03,-2.143642857142865
2023-07-10,-6.636517857142859
2023-07-17,0.5751071428571457
2023-07-24,0.9722321428571448
2023-07-31,0.6203392857142873
2023-08-07,6.093624999999996
2023-08-14,2.3294642857142804
2023-08-21,0.16723214285713794
2023-08-28,-0.7896428571428586
2023-09-04,-1.7665178571428584
2023-09-11,1.9337321428571528
2023-09-18,2.883678571428561
2023-09-25,2.9424464285714294
2023-10-02,-2.6366607142857106
2023-10-09,12.410232142857147
2023-10-16,-0.26028571428570757
2023-10-23,0.1834999999999951
2023-10-30,-2.425160714285717
2023-11-06,-1.8653392857142919
2023-11-13,-0.21010714285714016
2023-11-20,-0.8400178571428611
2023-11-27,-3.107482142857151
2023-12-04,-4.133375000000001
2023-12-11,-4.474553571428572
2023-12-18,-0.3725535714285755
2023-12-25,-0.7520178571428531
2024-01-01,-0.3869107142857118
2024-01-08,-1.7616964285714332
2024-01-15,-2.6954642857142908
2024-01-22,-0.9817321428571368
2024-01-29,1.2104642857142842
2024-02-05,-1.7418392857142884
2024-02-12,-2.7218750000000043
2024-02-19,-1.4420714285714276
2024-02-26,1.8335000000000043
2024-03-04,1.189589285714284
2024-03-11,-0.26382142857142554
2024-03-18,1.9928035714285706
2024-03-25,-0.3781250000000007
2024-04-01,-0.8938571428571436
2024-04-08,2.9373571428571488
2024-04-15,2.0506249999999966
2024-04-22,-2.5557857142857188
2024-04-29,0.9943392857142932
2024-05-06,0.7371071428571376
2024-05-13,-0.21885714285714286
2024-05-20,3.6365892857142867
2024-05-27,0.6057499999999933
2024-06-03,-0.39408928571428703
2024-06-10,1.2423035714285717
2024-06-17,-0.846767857142865
2024-06-24,0.012250000000001648
2024-07-01,-1.3912499999999994
2024-07-08,-1.6008035714285747
2024-07-15,0.6106250000000024
2024-07-22,0.21714285714285353
2024-07-29,3.632178571428568
2024-08-05,3.0847678571428645
2024-08-12,0.717053571428572
2024-08-19,-2.0643749999999983
2024-08-26,1.668607142857141
2024-09-02,-2.0178214285714304
2024-09-09,-1.3008928571428484
2024-09-16,-1.1539107142857077
2024-09-23,3.057660714285703
2024-09-30,2.693035714285706
2024-10-07,-0.22030357142858037
2024-10-14,-0.001053571428563771
2024-10-21,2.588571428571427
2024-10-28,-1.5263035714285635
2024-11-04,1.0473571428571375
2024-11-11,4.169821428571424
2024-11-18,1.6958928571428586
2024-11-25,0.6099821428571488
2024-12-02,-0.5271428571428558
2024-12-09,-4.450053571428576
2024-12-16,-0.03332142857143339
2024-12-23,4.0073571428571455
2024-12-30,2.422928571428578
2025-01-06,-3.1425535714285715
2025-01-13,1.2332321428571476
2025-01-20,1.948553571428576
2025-01-27,2.4364107142857208
2025-02-03,3.633892857142854
2025-02-10,-1.2229464285714258
2025-02-17,-5.509339285714283
2025-02-24,-3.693321428571423
2025-03-03,-3.183892857142858
2025-03-10,0.857607142857141
2025-03-17,0.1838571428571356
2025-03-24,-1.1893392857142828
2025-03-31,-2.4390357142857013
2025-04-07,-4.584678571428576
2025-04-14,0.9444464285714318
2025-04-21,-1.8475892857142782
2025-04-28,-0.9510714285714315
2025-05-05,2.0337678571428626
2025-05-12,0.7855535714285722
2025-05-19,1.0949107142857102
2025-05-26,-0.9865714285714304
2025-06-02,0.4815714285714279
2025-06-09,0.7888392857142819
2025-06-16,3.514178571428573
2025-06-23,-5.310589285714286
2025-06-30,-1.510464285714285
2025-07-07,1.4895178571428502
2025-07-14,-0.7243392857142936
2025-07-21,-1.5571785714285724
2025-07-28,1.439267857142866
2025-08-04,-0.9506071428571516
2025-08-11,-1.362178571428565
2025-08-18,0.8674107142857075
2025-08-25,-0.3035178571428574
2025-09-01,-0.12296428571428919
2025-09-08,0.6292142857142835
2025-09-15,-0.44964285714285523
2025-09-22,-0.06691071428571149
2025-09-29,-0.654196428571435
2025-10-06,0.9155357142857206
2025-10-13,-0.7287678571428664
2025-10-20,0.10426785714285458
2025-10-27,-0.6651071428571385
2025-11-03,0.2306249999999963
2025-11-10,-0.5173571428571435
2025-11-17,-0.35085714285714076
2025-11-24,-1.760910714285714
2025-12-01,-1.6585714285714275
2025-12-08,-0.3436428571428536
2025-12-15,0.4111428571428597
2025-12-22,0.38478571428571584
2025-12-29,0.3942678571428573
2026-01-05,-0.10476785714285697
2026-01-12,5.902535714285715
2026-01-19,4.535892857142862
2026-01-26,0.23716071428570729
2026-02-02,-4.915767857142853
2026-02-09,-2.1013928571428693
2026-02-16,-0.8841071428571396
