placebo_start,effect,pre_rmse
2024-07-10,-1.9981663526975009,15.103808446023644
2024-07-17,-1.6446601861450354,14.783873870141674
2024-07-24,-2.267366968184378,14.706616650422816
2024-08-07,-3.3487301031087107,14.207226080227915
2024-08-14,-4.647803779111074,14.37940036554527
2024-08-21,-3.6084872739157117,14.425117302497835
2024-08-28,-5.670540572667248,14.416640568462512
2024-09-04,-4.565389588427539,14.183590601199413
2024-09-11,-4.486120378615237,14.099384738860364
2024-09-18,-4.113388547820714,13.350494898403491
2024-09-25,-4.290610138166057,13.331421866496969
2024-10-02,-3.3945923092056107,13.085542556339625
2024-10-09,-3.994332908763954,12.927190776061257
2024-10-16,-4.146020764430416,12.954832481642814
2024-10-23,-2.9891029327374,12.994977793073296
2024-10-30,-2.6075903674395517,13.004430127100399
2024-11-06,-4.112830212534812,13.04288439020078
2024-11-13,-3.534446204524402,13.177433447194398
2024-11-20,-3.4803531392780904,13.030200440653156
2024-11-27,-2.324122456451443,13.167259748020587
2024-12-04,-1.9737439914020962,12.99074513639041
2024-12-11,-1.279969068128092,12.975875738154485
2024-12-25,-2.761586614525883,13.305487812088973
2025-01-01,-4.0338725436523015,13.347058943918901
2025-01-08,-2.591897351792732,13.372946368512407
2025-01-15,-3.897486644231859,13.153468830470153
2025-01-22,-5.507900020552274,13.324013802725423
2025-01-29,-4.996024735271249,13.281851136011724
2025-02-05,-3.145699795089839,13.20744070657692
2025-02-12,-4.374088234396834,13.252290627040123
2025-02-19,-3.8221559904166087,13.233015758885083
2025-02-26,-3.1414293469550674,13.201179267778459
2025-03-05,-3.5032199274838893,13.274802790856196
2025-03-19,-1.3881107847976,13.217855414064474
2025-03-26,-0.6574029617192056,13.23737281100484
2025-04-02,0.7948051338993207,13.247554735586295
2025-04-16,2.029173034655183,13.27206800011369
2025-04-23,2.36651396055838,13.257612090453298
2025-04-30,2.379599667264915,13.243223198792046
2025-05-07,2.9208068603096704,13.221862251435665
2025-05-14,4.386495032454417,13.226954042506927
2025-05-21,3.832857665978656,13.212648190839012
2025-05-28,2.882796235584693,13.206149587048728
2025-06-04,3.121928282704919,13.207676626933983
2025-06-18,1.7515486384937955,13.230846891100189
2025-06-25,1.536942080378643,13.242662973653957
2025-07-02,-0.2787204080587564,13.233270218046618
2025-07-09,-1.5475709172883605,13.23941454254453
2025-07-16,-0.6659872353313281,13.23598568267387
2025-07-23,-0.23346502307914463,13.117941164338658
2025-07-30,-2.370897691140986,13.036286930171126
2025-08-06,-3.3400827941827744,13.002982289507061
2025-08-13,-4.011470444958757,12.821908540689641
2025-08-20,-3.67179853562007,12.791232968377932
2025-08-27,-3.7689334815442113,12.78974007587918
2025-09-03,-3.1967028867444522,12.791800025173789
2025-09-10,-3.1948934192838423,12.80688421961832
2025-09-17,-1.0485286160109701,12.851096948190147
2025-09-24,-2.7790442434903535,12.711485056916123
2025-10-01,-2.780304147799739,12.445309786933334
