fold_id,period,residual_load_threshold,A_price_calendar_MAE,A_price_calendar_RMSE,B_plus_fundamentals_MAE,B_plus_fundamentals_RMSE,C_plus_hormuz_MAE,C_plus_hormuz_RMSE,D_plus_interactions_MAE,D_plus_interactions_RMSE
60,SHOCK_2022,44372.803125000006,15.831446211491865,15.831446211491865,26.54197676001246,26.54197676001246,26.54197676001246,26.54197676001246,27.66843968289335,27.66843968289335
61,BASELINE,44379.26770833333,5.255479395551902,5.255479395551902,5.923707695808446,5.923707695808446,5.923707695808446,5.923707695808446,5.024146439200365,5.024146439200365
62,BASELINE,44385.73229166667,45.36867865555699,45.36867865555699,48.69860568249247,48.69860568249247,48.69860568249247,48.69860568249247,47.61104445616995,47.61104445616995
63,BASELINE,44392.033593750006,29.020036276988648,29.020036276988648,39.829481564876815,39.829481564876815,39.829481564876815,39.829481564876815,38.49662705048907,38.49662705048907
64,BASELINE,44388.57916666667,13.179670461389392,13.179670461389392,13.2515975861768,13.2515975861768,13.2515975861768,13.2515975861768,15.505974937639436,15.505974937639436
65,BASELINE,44353.30677083333,13.367525578365118,13.367525578365118,15.655841199849618,15.655841199849618,15.655841199849618,15.655841199849618,14.955430811527293,14.955430811527293
66,BASELINE,44288.35729166667,7.527501710096203,7.527501710096203,7.884900323103977,7.884900323103977,7.884900323103977,7.884900323103977,7.393298759819871,7.393298759819871
67,BASELINE,44262.12265625,40.16485530497261,40.16485530497261,30.02135146849995,30.02135146849995,30.02135146849995,30.02135146849995,30.85360926553063,30.85360926553063
68,BASELINE,44223.87447916667,13.002315222485208,13.002315222485208,4.941849044917959,4.941849044917959,4.941849044917959,4.941849044917959,4.497626957200296,4.497626957200296
69,BASELINE,44168.9625,13.018976069208321,13.018976069208321,6.351220480264729,6.351220480264729,6.351220480264729,6.351220480264729,5.763141274227948,5.763141274227948
70,BASELINE,44091.5,15.707192126179592,15.707192126179592,15.04053601334688,15.04053601334688,15.04053601334688,15.04053601334688,13.68797872707529,13.68797872707529
71,BASELINE,44047.08489583334,5.788642167427398,5.788642167427398,0.7914401899561483,0.7914401899561483,0.7914401899561483,0.7914401899561483,0.21461097650721683,0.21461097650721683
72,BASELINE,44006.63385416666,38.475610934011286,38.475610934011286,30.66767769901857,30.66767769901857,30.66767769901857,30.66767769901857,30.982032058489466,30.982032058489466
73,BASELINE,43994.08645833333,27.995380808804384,27.995380808804384,19.30947501929687,19.30947501929687,19.30947501929687,19.30947501929687,19.952745437275993,19.952745437275993
74,BASELINE,43894.97708333333,30.62315265434667,30.62315265434667,38.120161580918385,38.120161580918385,38.120161580918385,38.120161580918385,38.322471108125974,38.322471108125974
75,BASELINE,43858.11979166667,4.954509669943093,4.954509669943093,11.328127791593403,11.328127791593403,11.328127791593403,11.328127791593403,11.730988500860306,11.730988500860306
76,BASELINE,43795.2703125,8.359831284051154,8.359831284051154,5.259464961617681,5.259464961617681,5.259464961617681,5.259464961617681,5.169168246617957,5.169168246617957
77,BASELINE,43764.14114583334,4.7205519400943246,4.7205519400943246,9.309055771563948,9.309055771563948,9.309055771563948,9.309055771563948,10.44362846828524,10.44362846828524
