episode,start,calendar_match,pre_price_mean,pre_price_volatility,pre_ttf_mean,pre_renewable_mean,mean_deviation,standardised_deviation_pre_price_sd
2022,2022-02-24,late February,143.55031250000002,60.65448236659444,83.52596666666668,669716.0125,90.08870795286774,1.4852770057186118
2026,2026-02-28,late February,103.97850694444443,24.945211274090546,33.28926666666667,607726.1745000001,20.653233122012313,0.8279438043270407
