shortfall_threshold,affected_days,adjusted_price_difference,se,p_value,p_value_holm,significant_holm
0.5,186,27.12287400854158,3.6667935406849024,1.394093554698447e-13,1.1128643145371536e-12,True
0.55,183,27.638512567974107,3.7284801596712605,1.2365159050412817e-13,1.1128643145371536e-12,True
0.6000000000000001,183,27.638512567974107,3.7284801596712605,1.2365159050412817e-13,1.1128643145371536e-12,True
0.6500000000000001,179,26.92022626290512,3.9529663071807333,9.750856251403428e-12,5.850513750842057e-11,True
0.7000000000000002,173,26.27936879153782,4.0977800520894805,1.4261377410038406e-10,7.130688705019203e-10,True
0.7500000000000002,171,26.223106188675107,4.115620188627792,1.8706015114490934e-10,7.482406045796374e-10,True
0.8000000000000003,166,26.08020982446194,4.238358734521879,7.58512613245524e-10,2.275537839736572e-09,True
0.8500000000000003,163,25.134925120683874,4.55335758006641,3.3883392238521e-08,6.7766784477042e-08,True
0.9000000000000004,149,23.990585389641318,4.6449516061569085,2.4060215820477007e-07,2.4060215820477007e-07,True
